Name,API Name,CoreMark Score,Compute Family,FFmpeg FPS,Instance Memory,vCPUs,Instance Storage,Network Performance,On Demand,Linux Reserved cost,Linux Spot Minimum cost,Windows On Demand cost,Windows Reserved cost
R7I 12xlarge Extra Large,r7i.12xlarge,"1,058,395.502",Memory optimized,232.0 fps,384 GiB,48 vCPUs,EBS only,18.75 Gigabit,$3.1752 hourly,$2.1004 hourly,$1.2031 hourly,$5.3832 hourly,$4.3084 hourly
R7I 16xlarge Extra Large,r7i.16xlarge,"1,431,874.114",Memory optimized,235.0 fps,512 GiB,64 vCPUs,EBS only,25 Gigabit,$4.2336 hourly,$2.8005 hourly,$1.9088 hourly,$7.1776 hourly,$5.7445 hourly
R7I 24xlarge,r7i.24xlarge,"1,947,327.496",Memory optimized,258.0 fps,768 GiB,96 vCPUs,EBS only,37.5 Gigabit,$6.3504 hourly,$4.2008 hourly,$2.3254 hourly,$10.7664 hourly,$8.6168 hourly
R7I Double Extra Large,r7i.2xlarge,"187,214.79",Memory optimized,65.0 fps,64 GiB,8 vCPUs,EBS only,Up to 12.5 Gigabit,$0.5292 hourly,$0.3501 hourly,$0.1817 hourly,$0.8972 hourly,$0.7181 hourly
R7I 48xlarge,r7i.48xlarge,"3,921,435.136",Memory optimized,269.0 fps,1536 GiB,192 vCPUs,EBS only,50 Gigabit,$12.7008 hourly,$8.4016 hourly,$4.1016 hourly,$21.5328 hourly,$17.2336 hourly
R7I Quadruple Extra Large,r7i.4xlarge,"374,035.689",Memory optimized,129.0 fps,128 GiB,16 vCPUs,EBS only,Up to 12.5 Gigabit,$1.0584 hourly,$0.7001 hourly,$0.4479 hourly,$1.7944 hourly,$1.4361 hourly
R7I Eight Extra Large,r7i.8xlarge,"763,358.779",Memory optimized,218.0 fps,256 GiB,32 vCPUs,EBS only,12.5 Gigabit,$2.1168 hourly,$1.4003 hourly,$0.9061 hourly,$3.5888 hourly,$2.8723 hourly
R7I Large,r7i.large,"48,385.146",Memory optimized,17.0 fps,16 GiB,2 vCPUs,EBS only,Up to 12.5 Gigabit,$0.1323 hourly,$0.0875 hourly,$0.0419 hourly,$0.2243 hourly,$0.1795 hourly
R7I Metal-24xl,r7i.metal-24xl,"2,100,043.751",Memory optimized,270.0 fps,768 GiB,96 vCPUs,EBS only,37.5 Gigabit,$6.3504 hourly,$4.2008 hourly,$2.1034 hourly,$10.7664 hourly,$8.6168 hourly
R7I Metal-48xl,r7i.metal-48xl,"3,999,722.242",Memory optimized,311.0 fps,1536 GiB,192 vCPUs,EBS only,50 Gigabit,$12.7008 hourly,$8.4016 hourly,$3.6727 hourly,$21.5328 hourly,$17.2336 hourly
R7I Extra Large,r7i.xlarge,"95,166.343",Memory optimized,35.0 fps,32 GiB,4 vCPUs,EBS only,Up to 12.5 Gigabit,$0.2646 hourly,$0.175 hourly,$0.08 hourly,$0.4486 hourly,$0.359 hourly
R7IZ 12xlarge Extra Large,r7iz.12xlarge,,Memory optimized,,384 GiB,48 vCPUs,EBS only,25 Gigabit,$4.464 hourly,$2.8123 hourly,$1.3794 hourly,$6.672 hourly,$5.0203 hourly
R7IZ 16xlarge Extra Large,r7iz.16xlarge,,Memory optimized,,512 GiB,64 vCPUs,EBS only,25 Gigabit,$5.952 hourly,$3.7498 hourly,$2.0056 hourly,$8.896 hourly,$6.6938 hourly
R7IZ Double Extra Large,r7iz.2xlarge,,Memory optimized,,64 GiB,8 vCPUs,EBS only,Up to 12.5 Gigabit,$0.744 hourly,$0.4687 hourly,$0.214 hourly,$1.112 hourly,$0.8367 hourly
R7IZ 32xlarge,r7iz.32xlarge,,Memory optimized,,1024 GiB,128 vCPUs,EBS only,50 Gigabit,$11.904 hourly,$7.4995 hourly,$3.1443 hourly,$17.792 hourly,$13.3875 hourly
R7IZ Quadruple Extra Large,r7iz.4xlarge,,Memory optimized,,128 GiB,16 vCPUs,EBS only,Up to 12.5 Gigabit,$1.488 hourly,$0.9374 hourly,$0.5516 hourly,$2.224 hourly,$1.6734 hourly
R7IZ Eight Extra Large,r7iz.8xlarge,,Memory optimized,,256 GiB,32 vCPUs,EBS only,12.5 Gigabit,$2.976 hourly,$1.8749 hourly,$1.111 hourly,$4.448 hourly,$3.3469 hourly
R7IZ Large,r7iz.large,,Memory optimized,,16 GiB,2 vCPUs,EBS only,Up to 12.5 Gigabit,$0.186 hourly,$0.1172 hourly,$0.0444 hourly,$0.278 hourly,$0.2092 hourly
R7IZ Metal-16xl,r7iz.metal-16xl,,Memory optimized,,512 GiB,64 vCPUs,EBS only,25 Gigabit,$5.952 hourly,$3.7498 hourly,$1.7055 hourly,$8.896 hourly,$6.6938 hourly
R7IZ Metal-32xl,r7iz.metal-32xl,,Memory optimized,,1024 GiB,128 vCPUs,EBS only,50 Gigabit,$11.904 hourly,$7.4995 hourly,$2.6738 hourly,$17.792 hourly,$13.3875 hourly
R7IZ Extra Large,r7iz.xlarge,,Memory optimized,,32 GiB,4 vCPUs,EBS only,Up to 12.5 Gigabit,$0.372 hourly,$0.2344 hourly,$0.123 hourly,$0.556 hourly,$0.4184 hourly
R8A 12xlarge Extra Large,r8a.12xlarge,"2,242,323.863",Memory optimized,402.0 fps,384 GiB,48 vCPUs,EBS only,22.5 Gigabit,$3.8342 hourly,,$1.1889 hourly,$6.0422 hourly,
R8A 16xlarge Extra Large,r8a.16xlarge,"2,858,767.157",Memory optimized,422.0 fps,512 GiB,64 vCPUs,EBS only,30 Gigabit,$5.1123 hourly,,$1.7146 hourly,$8.0563 hourly,
R8A 24xlarge,r8a.24xlarge,"3,843,494.086",Memory optimized,417.0 fps,768 GiB,96 vCPUs,EBS only,40 Gigabit,$7.6685 hourly,,$2.2123 hourly,$12.0845 hourly,
R8A Double Extra Large,r8a.2xlarge,"390,019.058",Memory optimized,136.0 fps,64 GiB,8 vCPUs,EBS only,Up to 15 Gigabit,$0.639 hourly,,$0.2232 hourly,$1.007 hourly,
R8A 48xlarge,r8a.48xlarge,"7,250,506.368",Memory optimized,415.0 fps,1536 GiB,192 vCPUs,EBS only,75 Gigabit,$15.337 hourly,,$3.6073 hourly,$24.169 hourly,
R8A Quadruple Extra Large,r8a.4xlarge,"732,992.288",Memory optimized,227.0 fps,128 GiB,16 vCPUs,EBS only,Up to 15 Gigabit,$1.2781 hourly,,$0.454 hourly,$2.0141 hourly,
R8A Eight Extra Large,r8a.8xlarge,"1,530,501.326",Memory optimized,369.0 fps,256 GiB,32 vCPUs,EBS only,15 Gigabit,$2.5562 hourly,,$0.8218 hourly,$4.0282 hourly,
R8A Large,r8a.large,"90,096.854",Memory optimized,35.0 fps,16 GiB,2 vCPUs,EBS only,Up to 12.5 Gigabit,$0.1598 hourly,,$0.0419 hourly,$0.2518 hourly,
R8A Medium,r8a.medium,"44,859.813",Memory optimized,20.0 fps,8 GiB,1 vCPUs,EBS only,Up to 12.5 Gigabit,$0.0799 hourly,,$0.0131 hourly,$0.1259 hourly,
R8A Metal-24xl,r8a.metal-24xl,"4,039,940.319",Memory optimized,434.0 fps,768 GiB,96 vCPUs,EBS only,40 Gigabit,$7.6685 hourly,,$2.1487 hourly,$12.0845 hourly,
R8A Metal-48xl,r8a.metal-48xl,"6,825,673.841",Memory optimized,425.0 fps,1536 GiB,192 vCPUs,EBS only,75 Gigabit,$15.337 hourly,,$2.6791 hourly,$24.169 hourly,
R8A Extra Large,r8a.xlarge,"190,682.557",Memory optimized,72.0 fps,32 GiB,4 vCPUs,EBS only,Up to 12.5 Gigabit,$0.3195 hourly,,$0.088 hourly,$0.5035 hourly,
R8G 12xlarge Extra Large,r8g.12xlarge,"1,430,913.698",Memory optimized,291.0 fps,384 GiB,48 vCPUs,EBS only,22.5 Gigabit,$2.8277 hourly,$1.8705 hourly,$0.8002 hourly,,
R8G 16xlarge Extra Large,r8g.16xlarge,"2,040,490.993",Memory optimized,297.0 fps,512 GiB,64 vCPUs,EBS only,30 Gigabit,$3.7702 hourly,$2.494 hourly,$1.1218 hourly,,
R8G 24xlarge,r8g.24xlarge,"2,903,811.252",Memory optimized,297.0 fps,768 GiB,96 vCPUs,EBS only,40 Gigabit,$5.6554 hourly,$3.741 hourly,$1.5977 hourly,,
R8G Double Extra Large,r8g.2xlarge,"240,583.415",Memory optimized,88.0 fps,64 GiB,8 vCPUs,EBS only,Up to 15 Gigabit,$0.4713 hourly,$0.3118 hourly,$0.1538 hourly,,
R8G 48xlarge,r8g.48xlarge,"5,455,707.892",Memory optimized,277.0 fps,1536 GiB,192 vCPUs,EBS only,50 Gigabit,$11.3107 hourly,$7.482 hourly,$2.9025 hourly,,
R8G Quadruple Extra Large,r8g.4xlarge,"476,013.388",Memory optimized,157.0 fps,128 GiB,16 vCPUs,EBS only,Up to 15 Gigabit,$0.9426 hourly,$0.6235 hourly,$0.2972 hourly,,
R8G Eight Extra Large,r8g.8xlarge,"961,033.111",Memory optimized,248.0 fps,256 GiB,32 vCPUs,EBS only,15 Gigabit,$1.8851 hourly,$1.247 hourly,$0.7802 hourly,,
R8G Large,r8g.large,"63,582.896",Memory optimized,22.0 fps,16 GiB,2 vCPUs,EBS only,Up to 12.5 Gigabit,$0.1178 hourly,$0.0779 hourly,$0.0341 hourly,,
R8G Medium,r8g.medium,"30,926.241",Memory optimized,12.0 fps,8 GiB,1 vCPUs,EBS only,Up to 12.5 Gigabit,$0.0589 hourly,$0.039 hourly,$0.0077 hourly,,
R8G Metal-24xl,r8g.metal-24xl,"2,969,837.587",Memory optimized,299.0 fps,768 GiB,96 vCPUs,EBS only,40 Gigabit,$5.6554 hourly,$3.741 hourly,$0.8598 hourly,,
R8G Metal-48xl,r8g.metal-48xl,"4,025,157.233",Memory optimized,281.0 fps,1536 GiB,192 vCPUs,EBS only,50 Gigabit,$11.3107 hourly,$7.482 hourly,$1.8412 hourly,,
R8G Extra Large,r8g.xlarge,"122,100.122",Memory optimized,46.0 fps,32 GiB,4 vCPUs,EBS only,Up to 12.5 Gigabit,$0.2356 hourly,$0.1559 hourly,$0.0629 hourly,,
R8GB 12xlarge Extra Large,r8gb.12xlarge,,Memory optimized,,384 GiB,48 vCPUs,EBS only,100 Gigabit,$4.3723 hourly,,$0.9741 hourly,,
R8GB 16xlarge Extra Large,r8gb.16xlarge,,Memory optimized,,512 GiB,64 vCPUs,EBS only,133.33 Gigabit,$5.8298 hourly,,$1.1849 hourly,,
R8GB 24xlarge,r8gb.24xlarge,,Memory optimized,,768 GiB,96 vCPUs,EBS only,200 Gigabit,$8.7446 hourly,,$1.2458 hourly,,
R8GB Double Extra Large,r8gb.2xlarge,,Memory optimized,,64 GiB,8 vCPUs,EBS only,Up to 33.33 Gigabit,$0.7287 hourly,,$0.1825 hourly,,
R8GB 48xlarge,r8gb.48xlarge,"5,215,619.694",Memory optimized,117.0 fps,1536 GiB,192 vCPUs,EBS only,400 Gigabit,$17.4893 hourly,,$3.0632 hourly,,
R8GB Quadruple Extra Large,r8gb.4xlarge,,Memory optimized,,128 GiB,16 vCPUs,EBS only,33.33 Gigabit,$1.4574 hourly,,$0.3984 hourly,,
R8GB Eight Extra Large,r8gb.8xlarge,,Memory optimized,,256 GiB,32 vCPUs,EBS only,66.66 Gigabit,$2.9149 hourly,,$0.7038 hourly,,
R8GB Large,r8gb.large,,Memory optimized,,16 GiB,2 vCPUs,EBS only,Up to 20 Gigabit,$0.1822 hourly,,$0.0321 hourly,,
R8GB Medium,r8gb.medium,,Memory optimized,,8 GiB,1 vCPUs,EBS only,Up to 16.66 Gigabit,$0.0911 hourly,,$0.0106 hourly,,
R8GB Metal-24xl,r8gb.metal-24xl,,Memory optimized,,768 GiB,96 vCPUs,EBS only,200 Gigabit,,,,,
R8GB Metal-48xl,r8gb.metal-48xl,"4,734,311.429",Memory optimized,117.0 fps,1536 GiB,192 vCPUs,EBS only,400 Gigabit,,,,,
R8GB Extra Large,r8gb.xlarge,,Memory optimized,,32 GiB,4 vCPUs,EBS only,Up to 26.66 Gigabit,$0.3644 hourly,,$0.0589 hourly,,
R8GD 12xlarge Extra Large,r8gd.12xlarge,,Memory optimized,,384 GiB,48 vCPUs,2850 GB (3×950 GB NVMe SSD),22.5 Gigabit,$3.527 hourly,,$0.8261 hourly,,
R8GD 16xlarge Extra Large,r8gd.16xlarge,,Memory optimized,,512 GiB,64 vCPUs,3800 GB (2×1900 GB NVMe SSD),30 Gigabit,$4.7027 hourly,,$0.8364 hourly,,
R8GD 24xlarge,r8gd.24xlarge,,Memory optimized,,768 GiB,96 vCPUs,5700 GB (3×1900 GB NVMe SSD),40 Gigabit,$7.0541 hourly,,$1.0973 hourly,,
R8GD Double Extra Large,r8gd.2xlarge,,Memory optimized,,64 GiB,8 vCPUs,474 GB NVMe SSD,Up to 15 Gigabit,$0.5878 hourly,,$0.1027 hourly,,
R8GD 48xlarge,r8gd.48xlarge,,Memory optimized,,1536 GiB,192 vCPUs,11400 GB (6×1900 GB NVMe SSD),50 Gigabit,$14.1082 hourly,,$2.5191 hourly,,
R8GD Quadruple Extra Large,r8gd.4xlarge,,Memory optimized,,128 GiB,16 vCPUs,950 GB NVMe SSD,Up to 15 Gigabit,$1.1757 hourly,,$0.1947 hourly,,
R8GD Eight Extra Large,r8gd.8xlarge,,Memory optimized,,256 GiB,32 vCPUs,1900 GB NVMe SSD,15 Gigabit,$2.3514 hourly,,$0.698 hourly,,
R8GD Large,r8gd.large,,Memory optimized,,16 GiB,2 vCPUs,118 GB NVMe SSD,Up to 12.5 Gigabit,$0.147 hourly,,$0.021 hourly,,
R8GD Medium,r8gd.medium,,Memory optimized,,8 GiB,1 vCPUs,59 GB NVMe SSD,Up to 12.5 Gigabit,$0.0735 hourly,,$0.0085 hourly,,
R8GD Metal-24xl,r8gd.metal-24xl,,Memory optimized,,768 GiB,96 vCPUs,5700 GB (3×1900 GB NVMe SSD),40 Gigabit,$7.0541 hourly,,$0.8848 hourly,,
R8GD Metal-48xl,r8gd.metal-48xl,,Memory optimized,,1536 GiB,192 vCPUs,11400 GB (6×1900 GB NVMe SSD),50 Gigabit,$14.1082 hourly,,$1.635 hourly,,
R8GD Extra Large,r8gd.xlarge,,Memory optimized,,32 GiB,4 vCPUs,237 GB NVMe SSD,Up to 12.5 Gigabit,$0.2939 hourly,,$0.0578 hourly,,
R8GN 12xlarge Extra Large,r8gn.12xlarge,,Memory optimized,,384 GiB,48 vCPUs,EBS only,150 Gigabit,$4.3723 hourly,,$1.0042 hourly,,
R8GN 16xlarge Extra Large,r8gn.16xlarge,,Memory optimized,,512 GiB,64 vCPUs,EBS only,200 Gigabit,$5.8298 hourly,,$0.9466 hourly,,
R8GN 24xlarge,r8gn.24xlarge,,Memory optimized,,768 GiB,96 vCPUs,EBS only,300 Gigabit,$8.7446 hourly,,$2.1761 hourly,,
R8GN Double Extra Large,r8gn.2xlarge,,Memory optimized,,64 GiB,8 vCPUs,EBS only,Up to 50 Gigabit,$0.7287 hourly,,$0.1846 hourly,,
R8GN 48xlarge,r8gn.48xlarge,,Memory optimized,,1536 GiB,192 vCPUs,EBS only,600 Gigabit,$17.4893 hourly,,$2.5242 hourly,,
R8GN Quadruple Extra Large,r8gn.4xlarge,,Memory optimized,,128 GiB,16 vCPUs,EBS only,50 Gigabit,$1.4574 hourly,,$0.2995 hourly,,
R8GN Eight Extra Large,r8gn.8xlarge,,Memory optimized,,256 GiB,32 vCPUs,EBS only,100 Gigabit,$2.9149 hourly,,$0.8171 hourly,,
R8GN Large,r8gn.large,,Memory optimized,,16 GiB,2 vCPUs,EBS only,Up to 30 Gigabit,$0.1822 hourly,,$0.034 hourly,,
R8GN Medium,r8gn.medium,,Memory optimized,,8 GiB,1 vCPUs,EBS only,Up to 25 Gigabit,$0.0911 hourly,,$0.0109 hourly,,
R8GN Metal-24xl,r8gn.metal-24xl,,Memory optimized,,768 GiB,96 vCPUs,EBS only,300 Gigabit,,,,,
R8GN Metal-48xl,r8gn.metal-48xl,,Memory optimized,,1536 GiB,192 vCPUs,EBS only,600 Gigabit,,,,,
R8GN Extra Large,r8gn.xlarge,,Memory optimized,,32 GiB,4 vCPUs,EBS only,Up to 40 Gigabit,$0.3644 hourly,,$0.0662 hourly,,
R8I-FLEX 12xlarge Extra Large,r8i-flex.12xlarge,"1,195,169.523",Memory optimized,266.0 fps,384 GiB,48 vCPUs,EBS only,Up to 22.5 Gigabit,$3.1673 hourly,,$1.0413 hourly,$5.2649 hourly,
R8I-FLEX 16xlarge Extra Large,r8i-flex.16xlarge,"1,527,021.116",Memory optimized,274.0 fps,512 GiB,64 vCPUs,EBS only,Up to 30 Gigabit,$4.223 hourly,,$1.2279 hourly,$7.0198 hourly,
R8I-FLEX Double Extra Large,r8i-flex.2xlarge,"189,536.032",Memory optimized,73.0 fps,64 GiB,8 vCPUs,EBS only,Up to 15 Gigabit,$0.5279 hourly,,$0.193 hourly,$0.8775 hourly,
R8I-FLEX Quadruple Extra Large,r8i-flex.4xlarge,"374,035.689",Memory optimized,144.0 fps,128 GiB,16 vCPUs,EBS only,Up to 15 Gigabit,$1.0558 hourly,,$0.437 hourly,$1.755 hourly,
R8I-FLEX Eight Extra Large,r8i-flex.8xlarge,"745,573.159",Memory optimized,232.0 fps,256 GiB,32 vCPUs,EBS only,Up to 15 Gigabit,$2.1115 hourly,,$0.7403 hourly,$3.5099 hourly,
R8I-FLEX Large,r8i-flex.large,"46,481.001",Memory optimized,20.0 fps,16 GiB,2 vCPUs,EBS only,Up to 12.5 Gigabit,$0.132 hourly,,$0.0354 hourly,$0.2194 hourly,
R8I-FLEX Extra Large,r8i-flex.xlarge,"98,871.22",Memory optimized,39.0 fps,32 GiB,4 vCPUs,EBS only,Up to 12.5 Gigabit,$0.2639 hourly,,$0.0785 hourly,$0.4387 hourly,
R8I 12xlarge Extra Large,r8i.12xlarge,"1,169,590.643",Memory optimized,279.0 fps,384 GiB,48 vCPUs,EBS only,22.5 Gigabit,$3.3341 hourly,,$1.2817 hourly,$5.5421 hourly,
R8I 16xlarge Extra Large,r8i.16xlarge,"1,615,753.598",Memory optimized,283.0 fps,512 GiB,64 vCPUs,EBS only,30 Gigabit,$4.4454 hourly,,$1.6669 hourly,$7.3894 hourly,
R8I 24xlarge,r8i.24xlarge,"2,246,270.839",Memory optimized,292.0 fps,768 GiB,96 vCPUs,EBS only,40 Gigabit,$6.6682 hourly,,$2.1786 hourly,$11.0842 hourly,
R8I Double Extra Large,r8i.2xlarge,"189,080.596",Memory optimized,77.0 fps,64 GiB,8 vCPUs,EBS only,Up to 15 Gigabit,$0.5557 hourly,,$0.1925 hourly,$0.9237 hourly,
R8I 32xlarge,r8i.32xlarge,"3,004,342.213",Memory optimized,308.0 fps,1024 GiB,128 vCPUs,EBS only,50 Gigabit,$8.8909 hourly,,$2.6943 hourly,$14.7789 hourly,
R8I 48xlarge,r8i.48xlarge,"4,143,735.837",Memory optimized,333.0 fps,1536 GiB,192 vCPUs,EBS only,75 Gigabit,$13.3363 hourly,,$3.1954 hourly,$22.1683 hourly,
R8I Quadruple Extra Large,r8i.4xlarge,"378,638.479",Memory optimized,142.0 fps,128 GiB,16 vCPUs,EBS only,Up to 15 Gigabit,$1.1114 hourly,,$0.4384 hourly,$1.8474 hourly,
R8I Eight Extra Large,r8i.8xlarge,"759,073.298",Memory optimized,243.0 fps,256 GiB,32 vCPUs,EBS only,15 Gigabit,$2.2227 hourly,,$0.9654 hourly,$3.6947 hourly,
R8I 96xlarge,r8i.96xlarge,"8,925,043.579",Memory optimized,303.0 fps,3072 GiB,384 vCPUs,EBS only,100 Gigabit,$26.6726 hourly,,$9.8617 hourly,$44.3366 hourly,
R8I Large,r8i.large,"44,023.773",Memory optimized,20.0 fps,16 GiB,2 vCPUs,EBS only,Up to 12.5 Gigabit,$0.1389 hourly,,$0.0328 hourly,$0.2309 hourly,
R8I Metal-48xl,r8i.metal-48xl,"4,551,650.566",Memory optimized,301.0 fps,1536 GiB,192 vCPUs,EBS only,75 Gigabit,$13.3363 hourly,,$2.9921 hourly,$22.1683 hourly,
R8I Metal-96xl,r8i.metal-96xl,"9,497,310.332",Memory optimized,172.0 fps,3072 GiB,384 vCPUs,EBS only,100 Gigabit,$26.6726 hourly,,$9.641 hourly,$44.3366 hourly,
R8I Extra Large,r8i.xlarge,"98,540.371",Memory optimized,39.0 fps,32 GiB,4 vCPUs,EBS only,Up to 12.5 Gigabit,$0.2778 hourly,,$0.0782 hourly,$0.4618 hourly,
R8IB 12xlarge Extra Large,r8ib.12xlarge,"1,145,767.027",Memory optimized,143.0 fps,384 GiB,48 vCPUs,EBS only,50 Gigabit,$5.0208 hourly,,$1.3455 hourly,$7.2288 hourly,
R8IB 16xlarge Extra Large,r8ib.16xlarge,"1,544,960.772",Memory optimized,277.0 fps,512 GiB,64 vCPUs,EBS only,66.66 Gigabit,$6.6944 hourly,,$1.4127 hourly,$9.6384 hourly,
R8IB 24xlarge,r8ib.24xlarge,"2,268,967.147",Memory optimized,267.0 fps,768 GiB,96 vCPUs,EBS only,100 Gigabit,$10.0416 hourly,,$1.5376 hourly,$14.4576 hourly,
R8IB Double Extra Large,r8ib.2xlarge,"195,854.415",Memory optimized,77.0 fps,64 GiB,8 vCPUs,EBS only,Up to 26.66 Gigabit,$0.8368 hourly,,$0.2336 hourly,$1.2048 hourly,
R8IB 32xlarge,r8ib.32xlarge,"3,093,094.907",Memory optimized,120.0 fps,1024 GiB,128 vCPUs,EBS only,133.33 Gigabit,$13.3888 hourly,,$1.79 hourly,$19.2768 hourly,
R8IB 48xlarge,r8ib.48xlarge,"4,478,395.242",Memory optimized,187.0 fps,1536 GiB,192 vCPUs,EBS only,200 Gigabit,$20.0832 hourly,,$2.6091 hourly,$28.9152 hourly,
R8IB Quadruple Extra Large,r8ib.4xlarge,"386,520.111",Memory optimized,140.0 fps,128 GiB,16 vCPUs,EBS only,Up to 33.33 Gigabit,$1.6736 hourly,,$0.5883 hourly,$2.4096 hourly,
R8IB Eight Extra Large,r8ib.8xlarge,"734,675.136",Memory optimized,194.0 fps,256 GiB,32 vCPUs,EBS only,33.33 Gigabit,$3.3472 hourly,,$1.0219 hourly,$4.8192 hourly,
R8IB 96xlarge,r8ib.96xlarge,"8,830,631.252",Memory optimized,178.0 fps,3072 GiB,384 vCPUs,EBS only,400 Gigabit,$40.1664 hourly,,$10.678 hourly,$57.8304 hourly,
R8IB Large,r8ib.large,"47,553.002",Memory optimized,20.0 fps,16 GiB,2 vCPUs,EBS only,Up to 16.66 Gigabit,$0.2092 hourly,,$0.0458 hourly,$0.3012 hourly,
R8IB Extra Large,r8ib.xlarge,"97,032.425",Memory optimized,39.0 fps,32 GiB,4 vCPUs,EBS only,Up to 20 Gigabit,$0.4184 hourly,,$0.1074 hourly,$0.6024 hourly,
R8ID 12xlarge Extra Large,r8id.12xlarge,,Memory optimized,,384 GiB,48 vCPUs,2850 GB NVMe SSD,22.5 Gigabit,$3.9917 hourly,,$1.1853 hourly,$6.1997 hourly,
R8ID 16xlarge Extra Large,r8id.16xlarge,,Memory optimized,,512 GiB,64 vCPUs,3800 GB NVMe SSD,30 Gigabit,$5.3222 hourly,,$0.7562 hourly,$8.2662 hourly,
R8ID 24xlarge,r8id.24xlarge,,Memory optimized,,768 GiB,96 vCPUs,5700 GB (2×2850 GB NVMe SSD),40 Gigabit,$7.9834 hourly,,$2.0784 hourly,$12.3994 hourly,
R8ID Double Extra Large,r8id.2xlarge,,Memory optimized,,64 GiB,8 vCPUs,474 GB NVMe SSD,Up to 15 Gigabit,$0.6653 hourly,,$0.1672 hourly,$1.0333 hourly,
R8ID 32xlarge,r8id.32xlarge,,Memory optimized,,1024 GiB,128 vCPUs,7600 GB (2×3800 GB NVMe SSD),50 Gigabit,$10.6445 hourly,,$1.7732 hourly,$16.5325 hourly,
R8ID 48xlarge,r8id.48xlarge,,Memory optimized,,1536 GiB,192 vCPUs,11400 GB (3×3800 GB NVMe SSD),75 Gigabit,$15.9667 hourly,,$2.0882 hourly,$24.7987 hourly,
R8ID Quadruple Extra Large,r8id.4xlarge,,Memory optimized,,128 GiB,16 vCPUs,950 GB NVMe SSD,Up to 15 Gigabit,$1.3306 hourly,,$0.3891 hourly,$2.0666 hourly,
R8ID Eight Extra Large,r8id.8xlarge,,Memory optimized,,256 GiB,32 vCPUs,1900 GB NVMe SSD,15 Gigabit,$2.6611 hourly,,$0.4193 hourly,$4.1331 hourly,
R8ID 96xlarge,r8id.96xlarge,,Memory optimized,,3072 GiB,384 vCPUs,22800 GB (6×3800 GB NVMe SSD),100 Gigabit,$31.9334 hourly,,$4.6506 hourly,$49.5974 hourly,
R8ID Large,r8id.large,,Memory optimized,,16 GiB,2 vCPUs,118 GB NVMe SSD,Up to 12.5 Gigabit,$0.1663 hourly,,$0.0346 hourly,$0.2583 hourly,
R8ID Metal-48xl,r8id.metal-48xl,,Memory optimized,,1536 GiB,192 vCPUs,11400 GB (3×3800 GB NVMe SSD),75 Gigabit,$15.9667 hourly,,$1.5967 hourly,$24.7987 hourly,
R8ID Metal-96xl,r8id.metal-96xl,,Memory optimized,,3072 GiB,384 vCPUs,22800 GB (6×3800 GB NVMe SSD),100 Gigabit,$31.9334 hourly,,$3.1933 hourly,$49.5974 hourly,
R8ID Extra Large,r8id.xlarge,,Memory optimized,,32 GiB,4 vCPUs,237 GB NVMe SSD,Up to 12.5 Gigabit,$0.3326 hourly,,$0.0529 hourly,$0.5166 hourly,
R8IDB 12xlarge Extra Large,r8idb.12xlarge,"1,120,012.445",Memory optimized,276.0 fps,384 GiB,48 vCPUs,2850 GB NVMe SSD,50 Gigabit,$5.6273 hourly,,$1.7806 hourly,$7.8353 hourly,
R8IDB 16xlarge Extra Large,r8idb.16xlarge,"1,518,206.618",Memory optimized,285.0 fps,512 GiB,64 vCPUs,3800 GB NVMe SSD,66.66 Gigabit,$7.503 hourly,,$2.0943 hourly,$10.447 hourly,
R8IDB 24xlarge,r8idb.24xlarge,"2,345,849.963",Memory optimized,141.0 fps,768 GiB,96 vCPUs,5700 GB (2×2850 GB NVMe SSD),100 Gigabit,$11.2546 hourly,,$2.6032 hourly,$15.6706 hourly,
R8IDB Double Extra Large,r8idb.2xlarge,"185,945.611",Memory optimized,77.0 fps,64 GiB,8 vCPUs,474 GB NVMe SSD,Up to 26.66 Gigabit,$0.9379 hourly,,$0.2216 hourly,$1.3059 hourly,
R8IDB 32xlarge,r8idb.32xlarge,"3,010,171.086",Memory optimized,304.0 fps,1024 GiB,128 vCPUs,7600 GB (2×3800 GB NVMe SSD),133.33 Gigabit,$15.0061 hourly,,$3.4272 hourly,$20.8941 hourly,
R8IDB 48xlarge,r8idb.48xlarge,"4,517,381.331",Memory optimized,314.0 fps,1536 GiB,192 vCPUs,11400 GB (3×3800 GB NVMe SSD),200 Gigabit,$22.5091 hourly,,$4.6426 hourly,$31.3411 hourly,
R8IDB Quadruple Extra Large,r8idb.4xlarge,"391,309.665",Memory optimized,145.0 fps,128 GiB,16 vCPUs,950 GB NVMe SSD,Up to 33.33 Gigabit,$1.8758 hourly,,$0.501 hourly,$2.6118 hourly,
R8IDB Eight Extra Large,r8idb.8xlarge,"764,605.153",Memory optimized,204.0 fps,256 GiB,32 vCPUs,1900 GB NVMe SSD,33.33 Gigabit,$3.7515 hourly,,$0.8234 hourly,$5.2235 hourly,
R8IDB 96xlarge,r8idb.96xlarge,"9,041,676.478",Memory optimized,230.0 fps,3072 GiB,384 vCPUs,22800 GB (6×3800 GB NVMe SSD),400 Gigabit,$45.0182 hourly,,$12.9132 hourly,$62.6822 hourly,
R8IDB Large,r8idb.large,"45,325.779",Memory optimized,20.0 fps,16 GiB,2 vCPUs,118 GB NVMe SSD,Up to 16.66 Gigabit,$0.2345 hourly,,$0.046 hourly,$0.3265 hourly,
