Name,API Name,CoreMark Score,Compute Family,FFmpeg FPS,Instance Memory,vCPUs,Instance Storage,Network Performance,On Demand,Linux Reserved cost,Linux Spot Minimum cost,Windows On Demand cost,Windows Reserved cost
I7IE 18xlarge,i7ie.18xlarge,"1,694,316.978",Storage optimized,252.0 fps,576 GiB,72 vCPUs,45000 GB (6×7500 GB NVMe SSD),Up to 75 Gigabit,$10.35 hourly,,$1.035 hourly,$13.662 hourly,
I7IE 24xlarge,i7ie.24xlarge,"2,007,178.451",Storage optimized,262.0 fps,768 GiB,96 vCPUs,60000 GB (8×7500 GB NVMe SSD),Up to 100 Gigabit,$13.80 hourly,,$1.38 hourly,$18.216 hourly,
I7IE Double Extra Large,i7ie.2xlarge,"199,277.619",Storage optimized,71.0 fps,64 GiB,8 vCPUs,5000 GB (2×2500 GB NVMe SSD),Up to 25 Gigabit,$1.15 hourly,,$0.224 hourly,$1.518 hourly,
I7IE 3xlarge,i7ie.3xlarge,"270,620.736",Storage optimized,97.0 fps,96 GiB,12 vCPUs,7500 GB NVMe SSD,Up to 25 Gigabit,$1.725 hourly,,$0.3058 hourly,$2.277 hourly,
I7IE 48xlarge,i7ie.48xlarge,"4,036,157.242",Storage optimized,279.0 fps,1536 GiB,192 vCPUs,120000 GB (16×7500 GB NVMe SSD),100 Gigabit,$27.60 hourly,,$5.0028 hourly,$36.432 hourly,
I7IE 6xlarge,i7ie.6xlarge,"646,725.95",Storage optimized,203.0 fps,192 GiB,24 vCPUs,15000 GB (2×7500 GB NVMe SSD),Up to 25 Gigabit,$3.45 hourly,,$0.6277 hourly,$4.554 hourly,
I7IE Large,i7ie.large,"41,528.239",Storage optimized,17.0 fps,16 GiB,2 vCPUs,1250 GB NVMe SSD,Up to 25 Gigabit,$0.2875 hourly,,$0.051 hourly,$0.3795 hourly,
I7IE Metal-24xl,i7ie.metal-24xl,"2,124,520.508",Storage optimized,272.0 fps,768 GiB,96 vCPUs,60000 GB (8×7500 GB NVMe SSD),Up to 100 Gigabit,$13.80 hourly,,$2.2185 hourly,$18.216 hourly,
I7IE Metal-48xl,i7ie.metal-48xl,"4,216,536.73",Storage optimized,284.0 fps,1536 GiB,192 vCPUs,120000 GB (16×7500 GB NVMe SSD),100 Gigabit,$27.60 hourly,,$2.76 hourly,$36.432 hourly,
I7IE Extra Large,i7ie.xlarge,"80,955.272",Storage optimized,33.0 fps,32 GiB,4 vCPUs,2500 GB NVMe SSD,Up to 25 Gigabit,$0.575 hourly,,$0.1023 hourly,$0.759 hourly,
I8G 12xlarge Extra Large,i8g.12xlarge,"1,442,199.354",Storage optimized,293.0 fps,384 GiB,48 vCPUs,11250 GB (3×3750 GB NVMe SSD),Up to 28.12 Gigabit,,,,,
I8G 16xlarge Extra Large,i8g.16xlarge,"1,936,166.994",Storage optimized,295.0 fps,512 GiB,64 vCPUs,15000 GB (4×3750 GB NVMe SSD),Up to 37.5 Gigabit,,,,,
I8G 24xlarge,i8g.24xlarge,"2,969,378.286",Storage optimized,297.0 fps,768 GiB,96 vCPUs,22500 GB (6×3750 GB NVMe SSD),Up to 56.25 Gigabit,,,,,
I8G Double Extra Large,i8g.2xlarge,"247,524.752",Storage optimized,88.0 fps,64 GiB,8 vCPUs,1875 GB NVMe SSD,Up to 12 Gigabit,,,,,
I8G 48xlarge,i8g.48xlarge,"5,308,633.442",Storage optimized,276.0 fps,1536 GiB,192 vCPUs,45000 GB (12×3750 GB NVMe SSD),Up to 100 Gigabit,,,,,
I8G Quadruple Extra Large,i8g.4xlarge,"458,157.348",Storage optimized,159.0 fps,128 GiB,16 vCPUs,3750 GB NVMe SSD,Up to 25 Gigabit,,,,,
I8G Eight Extra Large,i8g.8xlarge,"972,348.83",Storage optimized,257.0 fps,256 GiB,32 vCPUs,7500 GB (2×3750 GB NVMe SSD),Up to 25 Gigabit,,,,,
I8G Large,i8g.large,"61,900.34",Storage optimized,22.0 fps,16 GiB,2 vCPUs,468 GB NVMe SSD,Up to 10 Gigabit,,,,,
I8G Metal-24xl,i8g.metal-24xl,"3,072,245.78",Storage optimized,300.0 fps,768 GiB,96 vCPUs,22500 GB (6×3750 GB NVMe SSD),Up to 56.25 Gigabit,,,,,
I8G Metal-48xl,i8g.metal-48xl,,Storage optimized,,1536 GiB,192 vCPUs,45000 GB (12×3750 GB NVMe SSD),Up to 100 Gigabit,,,,,
I8G Extra Large,i8g.xlarge,"123,743.233",Storage optimized,45.0 fps,32 GiB,4 vCPUs,937 GB NVMe SSD,Up to 10 Gigabit,,,,,
I8GE 12xlarge Extra Large,i8ge.12xlarge,"1,412,491.724",Storage optimized,292.0 fps,384 GiB,48 vCPUs,30000 GB (4×7500 GB NVMe SSD),75 Gigabit,,,,,
I8GE 18xlarge,i8ge.18xlarge,"2,161,026.488",Storage optimized,296.0 fps,576 GiB,72 vCPUs,45000 GB (6×7500 GB NVMe SSD),112.5 Gigabit,,,,,
I8GE 24xlarge,i8ge.24xlarge,"2,777,175.092",Storage optimized,164.0 fps,768 GiB,96 vCPUs,60000 GB (8×7500 GB NVMe SSD),150 Gigabit,,,,,
I8GE Double Extra Large,i8ge.2xlarge,"240,493.011",Storage optimized,87.0 fps,64 GiB,8 vCPUs,5000 GB (2×2500 GB NVMe SSD),Up to 25 Gigabit,,,,,
I8GE 3xlarge,i8ge.3xlarge,"374,707.26",Storage optimized,124.0 fps,96 GiB,12 vCPUs,7500 GB NVMe SSD,Up to 25 Gigabit,,,,,
I8GE 48xlarge,i8ge.48xlarge,"5,487,282.081",Storage optimized,277.0 fps,1536 GiB,192 vCPUs,120000 GB (16×7500 GB NVMe SSD),300 Gigabit,,,,,
I8GE 6xlarge,i8ge.6xlarge,"726,117.54",Storage optimized,214.0 fps,192 GiB,24 vCPUs,15000 GB (2×7500 GB NVMe SSD),37.5 Gigabit,,,,,
I8GE Large,i8ge.large,"59,263.649",Storage optimized,22.0 fps,16 GiB,2 vCPUs,1250 GB NVMe SSD,Up to 25 Gigabit,,,,,
I8GE Metal-24xl,i8ge.metal-24xl,"3,284,577.88",Storage optimized,296.0 fps,768 GiB,96 vCPUs,60000 GB (8×7500 GB NVMe SSD),150 Gigabit,,,,,
I8GE Metal-48xl,i8ge.metal-48xl,"5,578,152.237",Storage optimized,164.0 fps,1536 GiB,192 vCPUs,120000 GB (16×7500 GB NVMe SSD),300 Gigabit,,,,,
I8GE Extra Large,i8ge.xlarge,"123,105.332",Storage optimized,44.0 fps,32 GiB,4 vCPUs,2500 GB NVMe SSD,Up to 25 Gigabit,,,,,
IM4GN 16xlarge Extra Large,im4gn.16xlarge,"1,252,527.888",Storage optimized,176.0 fps,256 GiB,64 vCPUs,30000 GB (4×7500 GB NVMe SSD),100 Gigabit,,,,,
IM4GN Double Extra Large,im4gn.2xlarge,"161,605.279",Storage optimized,51.0 fps,32 GiB,8 vCPUs,3750 GB NVMe SSD,Up to 25 Gigabit,,,,,
IM4GN Quadruple Extra Large,im4gn.4xlarge,"318,196.884",Storage optimized,92.0 fps,64 GiB,16 vCPUs,7500 GB NVMe SSD,25 Gigabit,,,,,
IM4GN Eight Extra Large,im4gn.8xlarge,"615,384.615",Storage optimized,151.0 fps,128 GiB,32 vCPUs,15000 GB (2×7500 GB NVMe SSD),50 Gigabit,,,,,
IM4GN Large,im4gn.large,"38,689.709",Storage optimized,12.0 fps,8 GiB,2 vCPUs,937 GB NVMe SSD,Up to 25 Gigabit,,,,,
IM4GN Extra Large,im4gn.xlarge,"77,120.823",Storage optimized,26.0 fps,16 GiB,4 vCPUs,1875 GB NVMe SSD,Up to 25 Gigabit,,,,,
INF1 24xlarge,inf1.24xlarge,"1,539,880.499",Machine Learning ASIC Instances,194.0 fps,192 GiB,96 vCPUs,EBS only,100 Gigabit,$5.671 hourly,$3.573 hourly,$0.9249 hourly,,
INF1 Double Extra Large,inf1.2xlarge,"131,627.658",Machine Learning ASIC Instances,47.0 fps,16 GiB,8 vCPUs,EBS only,Up to 25 Gigabit,$0.435 hourly,$0.274 hourly,$0.1121 hourly,,
INF1 6xlarge,inf1.6xlarge,"382,637.809",Machine Learning ASIC Instances,137.0 fps,48 GiB,24 vCPUs,EBS only,25 Gigabit,$1.418 hourly,$0.893 hourly,$0.1418 hourly,,
INF1 Extra Large,inf1.xlarge,"65,773.247",Machine Learning ASIC Instances,26.0 fps,8 GiB,4 vCPUs,EBS only,Up to 25 Gigabit,$0.274 hourly,$0.173 hourly,$0.0657 hourly,,
INF2 24xlarge,inf2.24xlarge,"1,914,734.48",Machine Learning ASIC Instances,249.0 fps,384 GiB,96 vCPUs,EBS only,50 Gigabit,,,,,
INF2 48xlarge,inf2.48xlarge,,Machine Learning ASIC Instances,,768 GiB,192 vCPUs,EBS only,100 Gigabit,,,,,
INF2 Eight Extra Large,inf2.8xlarge,"692,340.978",Machine Learning ASIC Instances,198.0 fps,128 GiB,32 vCPUs,EBS only,Up to 25 Gigabit,,,,,
INF2 Extra Large,inf2.xlarge,"79,657.473",Machine Learning ASIC Instances,34.0 fps,16 GiB,4 vCPUs,EBS only,Up to 15 Gigabit,,,,,
IS4GEN Double Extra Large,is4gen.2xlarge,"158,113.183",Storage optimized,51.0 fps,48 GiB,8 vCPUs,7500 GB NVMe SSD,Up to 25 Gigabit,,,,,
IS4GEN Quadruple Extra Large,is4gen.4xlarge,"312,723.956",Storage optimized,94.0 fps,96 GiB,16 vCPUs,15000 GB (2×7500 GB NVMe SSD),25 Gigabit,,,,,
IS4GEN Eight Extra Large,is4gen.8xlarge,"633,454.306",Storage optimized,149.0 fps,192 GiB,32 vCPUs,30000 GB (4×7500 GB NVMe SSD),50 Gigabit,,,,,
IS4GEN Large,is4gen.large,"39,510.075",Storage optimized,13.0 fps,12 GiB,2 vCPUs,1875 GB NVMe SSD,Up to 25 Gigabit,,,,,
IS4GEN Medium,is4gen.medium,"19,781.089",Storage optimized,6.9 fps,6 GiB,1 vCPUs,937 GB NVMe SSD,Up to 25 Gigabit,,,,,
IS4GEN Extra Large,is4gen.xlarge,"79,207.921",Storage optimized,26.0 fps,24 GiB,4 vCPUs,3750 GB NVMe SSD,Up to 25 Gigabit,,,,,
M1 General Purpose Large,m1.large,"24,570.025",General purpose,8.9 fps,7.5 GiB,2 vCPUs,840 GB (2×420 GB HDD),Moderate,$0.19 hourly,$0.136 hourly,$0.0345 hourly,$0.314 hourly,$0.265 hourly
M1 General Purpose Medium,m1.medium,"16,889.039",General purpose,,3.75 GiB,1 vCPUs,410 GB HDD,Moderate,$0.095 hourly,$0.068 hourly,$0.0167 hourly,$0.157 hourly,$0.131 hourly
M1 General Purpose Small,m1.small,"16,880.486",General purpose,,1.7 GiB,1 vCPUs,160 GB HDD,Low,$0.047 hourly,$0.034 hourly,$0.0097 hourly,$0.078 hourly,$0.066 hourly
M1 General Purpose Extra Large,m1.xlarge,"48,649.964",General purpose,17.0 fps,15 GiB,4 vCPUs,1680 GB (4×420 GB HDD),High,$0.379 hourly,$0.272 hourly,$0.0727 hourly,$0.627 hourly,$0.529 hourly
M2 High Memory Double Extra Large,m2.2xlarge,"58,757.283",Memory optimized,20.0 fps,34.2 GiB,4 vCPUs,850 GB HDD,Moderate,$0.55 hourly,$0.268 hourly,$0.1758 hourly,$0.75 hourly,$0.625 hourly
M2 High Memory Quadruple Extra Large,m2.4xlarge,"111,322.418",Memory optimized,38.0 fps,68.4 GiB,8 vCPUs,1680 GB (2×840 GB HDD),High,$1.10 hourly,$0.536 hourly,$0.1937 hourly,$1.50 hourly,$1.252 hourly
M2 High Memory Extra Large,m2.xlarge,"28,403.711",Memory optimized,10.0 fps,17.1 GiB,2 vCPUs,420 GB HDD,Moderate,$0.275 hourly,$0.134 hourly,$0.0483 hourly,$0.375 hourly,$0.313 hourly
M3 General Purpose Double Extra Large,m3.2xlarge,"116,759.912",General purpose,42.0 fps,30 GiB,8 vCPUs,160 GB (2×80 GB SSD),High,$0.616 hourly,$0.464 hourly,$0.1491 hourly,$1.12 hourly,$0.935 hourly
M3 General Purpose Large,m3.large,"29,279.719",General purpose,11.0 fps,7.5 GiB,2 vCPUs,32 GB SSD,Moderate,$0.154 hourly,$0.116 hourly,$0.0413 hourly,$0.28 hourly,$0.235 hourly
M3 General Purpose Medium,m3.medium,"22,900.763",General purpose,,3.75 GiB,1 vCPUs,4 GB SSD,Moderate,$0.077 hourly,$0.058 hourly,$0.0214 hourly,$0.14 hourly,$0.117 hourly
M3 General Purpose Extra Large,m3.xlarge,"58,576.589",General purpose,21.0 fps,15 GiB,4 vCPUs,80 GB (2×40 GB SSD),High,$0.308 hourly,$0.232 hourly,$0.093 hourly,$0.56 hourly,$0.467 hourly
M4 General Purpose Deca Extra Large,m4.10xlarge,"574,547.544",General purpose,145.0 fps,160 GiB,40 vCPUs,EBS only,10 Gigabit,$2.34 hourly,$1.701 hourly,$0.7613 hourly,$4.18 hourly,$3.541 hourly
M4 General Purpose 16xlarge Extra Large,m4.16xlarge,"1,116,343.973",General purpose,210.0 fps,256 GiB,64 vCPUs,EBS only,25 Gigabit,$3.744 hourly,$2.7216 hourly,$1.278 hourly,$6.688 hourly,$5.6656 hourly
M4 General Purpose Double Extra Large,m4.2xlarge,"105,364.826",General purpose,34.0 fps,32 GiB,8 vCPUs,EBS only,High,$0.468 hourly,$0.3402 hourly,$0.1596 hourly,$0.836 hourly,$0.7082 hourly
M4 General Purpose Quadruple Extra Large,m4.4xlarge,"251,243.13",General purpose,86.0 fps,64 GiB,16 vCPUs,EBS only,High,$0.936 hourly,$0.6804 hourly,$0.2157 hourly,$1.672 hourly,$1.4164 hourly
M4 General Purpose Large,m4.large,"26,848.04",General purpose,9.7 fps,8 GiB,2 vCPUs,EBS only,Moderate,$0.117 hourly,$0.0851 hourly,$0.0401 hourly,$0.209 hourly,$0.1771 hourly
M4 General Purpose Extra Large,m4.xlarge,"58,499.488",General purpose,24.0 fps,16 GiB,4 vCPUs,EBS only,High,$0.234 hourly,$0.1701 hourly,$0.095 hourly,$0.418 hourly,$0.3541 hourly
M5 General Purpose 12xlarge Extra Large,m5.12xlarge,"680,239.974",General purpose,157.0 fps,192 GiB,48 vCPUs,EBS only,12 Gigabit,$2.688 hourly,$1.693 hourly,$0.6935 hourly,$4.896 hourly,$3.901 hourly
M5 General Purpose 16xlarge Extra Large,m5.16xlarge,"936,265.665",General purpose,161.0 fps,256 GiB,64 vCPUs,EBS only,20 Gigabit,$3.584 hourly,$2.258 hourly,$0.7433 hourly,$6.528 hourly,$5.202 hourly
M5 General Purpose 24xlarge,m5.24xlarge,"1,374,718.075",General purpose,172.0 fps,384 GiB,96 vCPUs,EBS only,25 Gigabit,$5.376 hourly,$3.387 hourly,$0.978 hourly,$9.792 hourly,$7.803 hourly
M5 General Purpose Double Extra Large,m5.2xlarge,"115,790.997",General purpose,40.0 fps,32 GiB,8 vCPUs,EBS only,Up to 10 Gigabit,$0.448 hourly,$0.282 hourly,$0.1496 hourly,$0.816 hourly,$0.65 hourly
M5 General Purpose Quadruple Extra Large,m5.4xlarge,"235,271.052",General purpose,78.0 fps,64 GiB,16 vCPUs,EBS only,Up to 10 Gigabit,$0.896 hourly,$0.564 hourly,$0.2295 hourly,$1.632 hourly,$1.30 hourly
M5 General Purpose Eight Extra Large,m5.8xlarge,"442,865.71",General purpose,134.0 fps,128 GiB,32 vCPUs,EBS only,10 Gigabit,$1.792 hourly,$1.129 hourly,$0.329 hourly,$3.264 hourly,$2.601 hourly
M5 General Purpose Large,m5.large,"28,469.751",General purpose,12.0 fps,8 GiB,2 vCPUs,EBS only,Up to 10 Gigabit,$0.112 hourly,$0.071 hourly,$0.0365 hourly,$0.204 hourly,$0.163 hourly
M5 General Purpose Metal,m5.metal,"1,318,409.668",General purpose,180.0 fps,384 GiB,96 vCPUs,EBS only,25 Gigabit,$5.376 hourly,$3.387 hourly,$0.9535 hourly,$9.792 hourly,$7.803 hourly
M5 General Purpose Extra Large,m5.xlarge,"59,119.125",General purpose,20.0 fps,16 GiB,4 vCPUs,EBS only,Up to 10 Gigabit,$0.224 hourly,$0.141 hourly,$0.0556 hourly,$0.408 hourly,$0.325 hourly
M5A 12xlarge Extra Large,m5a.12xlarge,"630,749.014",General purpose,117.0 fps,192 GiB,48 vCPUs,EBS only,10 Gigabit,$2.424 hourly,$1.527 hourly,$0.753 hourly,$4.632 hourly,$3.735 hourly
M5A 16xlarge Extra Large,m5a.16xlarge,"810,673.873",General purpose,110.0 fps,256 GiB,64 vCPUs,EBS only,12 Gigabit,$3.232 hourly,$2.036 hourly,$1.0584 hourly,$6.176 hourly,$4.98 hourly
M5A 24xlarge,m5a.24xlarge,"1,205,575.788",General purpose,114.0 fps,384 GiB,96 vCPUs,EBS only,20 Gigabit,$4.848 hourly,$3.054 hourly,$0.91 hourly,$9.264 hourly,$7.47 hourly
M5A Double Extra Large,m5a.2xlarge,"101,265.823",General purpose,37.0 fps,32 GiB,8 vCPUs,EBS only,Up to 10 Gigabit,$0.404 hourly,$0.255 hourly,$0.2002 hourly,$0.772 hourly,$0.623 hourly
M5A Quadruple Extra Large,m5a.4xlarge,"206,825.233",General purpose,68.0 fps,64 GiB,16 vCPUs,EBS only,Up to 10 Gigabit,$0.808 hourly,$0.509 hourly,$0.3708 hourly,$1.544 hourly,$1.245 hourly
M5A Eight Extra Large,m5a.8xlarge,"419,369.635",General purpose,99.0 fps,128 GiB,32 vCPUs,EBS only,Up to 10 Gigabit,$1.616 hourly,$1.018 hourly,$0.702 hourly,$3.088 hourly,$2.49 hourly
M5A Large,m5a.large,"26,516.407",General purpose,9.6 fps,8 GiB,2 vCPUs,EBS only,Up to 10 Gigabit,$0.101 hourly,$0.064 hourly,$0.0379 hourly,$0.193 hourly,$0.156 hourly
M5A Extra Large,m5a.xlarge,"52,823.876",General purpose,19.0 fps,16 GiB,4 vCPUs,EBS only,Up to 10 Gigabit,$0.202 hourly,$0.127 hourly,$0.0904 hourly,$0.386 hourly,$0.311 hourly
M5AD 12xlarge Extra Large,m5ad.12xlarge,"620,101.628",General purpose,113.0 fps,192 GiB,48 vCPUs,1800 GB (2×900 GB NVMe SSD),10 Gigabit,$2.928 hourly,$1.845 hourly,$0.8133 hourly,$5.136 hourly,$4.053 hourly
M5AD 16xlarge Extra Large,m5ad.16xlarge,"818,518.992",General purpose,113.0 fps,256 GiB,64 vCPUs,2400 GB (4×600 GB NVMe SSD),12 Gigabit,$3.904 hourly,$2.46 hourly,$0.9281 hourly,$6.848 hourly,$5.404 hourly
M5AD 24xlarge,m5ad.24xlarge,"1,248,699.272",General purpose,97.0 fps,384 GiB,96 vCPUs,3600 GB (4×900 GB NVMe SSD),20 Gigabit,$5.856 hourly,$3.689 hourly,$0.9084 hourly,$10.272 hourly,$8.105 hourly
M5AD Double Extra Large,m5ad.2xlarge,"104,302.477",General purpose,37.0 fps,32 GiB,8 vCPUs,300 GB NVMe SSD,Up to 10 Gigabit,$0.488 hourly,$0.307 hourly,$0.2118 hourly,$0.856 hourly,$0.675 hourly
M5AD Quadruple Extra Large,m5ad.4xlarge,"202,429.15",General purpose,67.0 fps,64 GiB,16 vCPUs,600 GB (2×300 GB NVMe SSD),Up to 10 Gigabit,$0.976 hourly,$0.615 hourly,$0.3555 hourly,$1.712 hourly,$1.351 hourly
M5AD Eight Extra Large,m5ad.8xlarge,"386,551.238",General purpose,101.0 fps,128 GiB,32 vCPUs,1200 GB (2×600 GB NVMe SSD),Up to 10 Gigabit,$1.952 hourly,$1.23 hourly,$0.5219 hourly,$3.424 hourly,$2.702 hourly
M5AD Large,m5ad.large,"25,994.281",General purpose,9.7 fps,8 GiB,2 vCPUs,75 GB NVMe SSD,Up to 10 Gigabit,$0.122 hourly,$0.077 hourly,$0.0395 hourly,$0.214 hourly,$0.169 hourly
M5AD Extra Large,m5ad.xlarge,"52,335.47",General purpose,19.0 fps,16 GiB,4 vCPUs,150 GB NVMe SSD,Up to 10 Gigabit,$0.244 hourly,$0.154 hourly,$0.0879 hourly,$0.428 hourly,$0.338 hourly
M5 General Purpose 12xlarge Extra Large,m5d.12xlarge,"686,237.133",General purpose,157.0 fps,192 GiB,48 vCPUs,1800 GB (2×900 GB NVMe SSD),12 Gigabit,$3.192 hourly,$2.011 hourly,$1.2881 hourly,$5.40 hourly,$4.219 hourly
M5 General Purpose 16xlarge Extra Large,m5d.16xlarge,"915,070.06",General purpose,162.0 fps,256 GiB,64 vCPUs,2400 GB (4×600 GB NVMe SSD),20 Gigabit,$4.256 hourly,$2.681 hourly,$1.8079 hourly,$7.20 hourly,$5.625 hourly
M5 General Purpose 24xlarge,m5d.24xlarge,"1,386,431.744",General purpose,173.0 fps,384 GiB,96 vCPUs,3600 GB (4×900 GB NVMe SSD),25 Gigabit,$6.384 hourly,$4.022 hourly,$2.5449 hourly,$10.80 hourly,$8.438 hourly
M5 General Purpose Double Extra Large,m5d.2xlarge,"112,813.763",General purpose,40.0 fps,32 GiB,8 vCPUs,300 GB NVMe SSD,Up to 10 Gigabit,$0.532 hourly,$0.335 hourly,$0.1984 hourly,$0.90 hourly,$0.703 hourly
M5 General Purpose Quadruple Extra Large,m5d.4xlarge,"216,645.604",General purpose,77.0 fps,64 GiB,16 vCPUs,600 GB (2×300 GB NVMe SSD),Up to 10 Gigabit,$1.064 hourly,$0.67 hourly,$0.3475 hourly,$1.80 hourly,$1.406 hourly
M5 General Purpose Eight Extra Large,m5d.8xlarge,"462,940.638",General purpose,146.0 fps,128 GiB,32 vCPUs,1200 GB (2×600 GB NVMe SSD),10 Gigabit,$2.128 hourly,$1.341 hourly,$0.4038 hourly,$3.60 hourly,$2.813 hourly
M5 General Purpose Large,m5d.large,"28,933.79",General purpose,10.0 fps,8 GiB,2 vCPUs,75 GB NVMe SSD,Up to 10 Gigabit,$0.133 hourly,$0.084 hourly,$0.0484 hourly,$0.225 hourly,$0.176 hourly
M5 General Purpose Metal,m5d.metal,"1,359,869.679",General purpose,173.0 fps,384 GiB,96 vCPUs,3600 GB (4×900 GB NVMe SSD),25 Gigabit,$6.384 hourly,$4.022 hourly,$2.1533 hourly,$10.80 hourly,$8.438 hourly
M5 General Purpose Extra Large,m5d.xlarge,"59,020.264",General purpose,20.0 fps,16 GiB,4 vCPUs,150 GB NVMe SSD,Up to 10 Gigabit,$0.266 hourly,$0.168 hourly,$0.0883 hourly,$0.45 hourly,$0.352 hourly
M5DN 12xlarge Extra Large,m5dn.12xlarge,,General purpose,,192 GiB,48 vCPUs,1800 GB (2×900 GB NVMe SSD),50 Gigabit,,,,,
M5DN 16xlarge Extra Large,m5dn.16xlarge,,General purpose,,256 GiB,64 vCPUs,2400 GB (4×600 GB NVMe SSD),75 Gigabit,,,,,
M5DN 24xlarge,m5dn.24xlarge,,General purpose,,384 GiB,96 vCPUs,3600 GB (4×900 GB NVMe SSD),100 Gigabit,,,,,
M5DN Double Extra Large,m5dn.2xlarge,,General purpose,,32 GiB,8 vCPUs,300 GB NVMe SSD,Up to 25 Gigabit,,,,,
M5DN Quadruple Extra Large,m5dn.4xlarge,,General purpose,,64 GiB,16 vCPUs,600 GB (2×300 GB NVMe SSD),Up to 25 Gigabit,,,,,
M5DN Eight Extra Large,m5dn.8xlarge,,General purpose,,128 GiB,32 vCPUs,1200 GB (2×600 GB NVMe SSD),25 Gigabit,,,,,
M5DN Large,m5dn.large,,General purpose,,8 GiB,2 vCPUs,75 GB NVMe SSD,Up to 25 Gigabit,,,,,
M5DN Metal,m5dn.metal,,General purpose,,384 GiB,96 vCPUs,3600 GB (4×900 GB NVMe SSD),100 Gigabit,,,,,
M5DN Extra Large,m5dn.xlarge,,General purpose,,16 GiB,4 vCPUs,150 GB NVMe SSD,Up to 25 Gigabit,,,,,
M5N 12xlarge Extra Large,m5n.12xlarge,,General purpose,,192 GiB,48 vCPUs,EBS only,50 Gigabit,,,,,
M5N 16xlarge Extra Large,m5n.16xlarge,,General purpose,,256 GiB,64 vCPUs,EBS only,75 Gigabit,,,,,
M5N 24xlarge,m5n.24xlarge,,General purpose,,384 GiB,96 vCPUs,EBS only,100 Gigabit,,,,,
M5N Double Extra Large,m5n.2xlarge,,General purpose,,32 GiB,8 vCPUs,EBS only,Up to 25 Gigabit,,,,,
M5N Quadruple Extra Large,m5n.4xlarge,,General purpose,,64 GiB,16 vCPUs,EBS only,Up to 25 Gigabit,,,,,
M5N Eight Extra Large,m5n.8xlarge,,General purpose,,128 GiB,32 vCPUs,EBS only,25 Gigabit,,,,,
M5N Large,m5n.large,,General purpose,,8 GiB,2 vCPUs,EBS only,Up to 25 Gigabit,,,,,
M5N Metal,m5n.metal,,General purpose,,384 GiB,96 vCPUs,EBS only,100 Gigabit,,,,,
M5N Extra Large,m5n.xlarge,,General purpose,,16 GiB,4 vCPUs,EBS only,Up to 25 Gigabit,,,,,
M5ZN 12xlarge Extra Large,m5zn.12xlarge,"932,355.655",General purpose,200.0 fps,192 GiB,48 vCPUs,EBS only,100 Gigabit,$4.6248 hourly,$2.8988 hourly,$1.6495 hourly,$6.8328 hourly,$5.1068 hourly
M5ZN Double Extra Large,m5zn.2xlarge,"163,926.028",General purpose,53.0 fps,32 GiB,8 vCPUs,EBS only,Up to 25 Gigabit,$0.7708 hourly,$0.4831 hourly,$0.2972 hourly,$1.1388 hourly,$0.8511 hourly
M5ZN 3xlarge,m5zn.3xlarge,"252,711.383",General purpose,78.0 fps,48 GiB,12 vCPUs,EBS only,Up to 25 Gigabit,$1.1562 hourly,$0.7247 hourly,$0.3002 hourly,$1.7082 hourly,$1.2767 hourly
M5ZN 6xlarge,m5zn.6xlarge,"500,913.123",General purpose,145.0 fps,96 GiB,24 vCPUs,EBS only,50 Gigabit,$2.3124 hourly,$1.4494 hourly,$0.7637 hourly,$3.4164 hourly,$2.5534 hourly
M5ZN Large,m5zn.large,"39,037.72",General purpose,14.0 fps,8 GiB,2 vCPUs,EBS only,Up to 25 Gigabit,$0.1927 hourly,$0.1208 hourly,$0.04 hourly,$0.2847 hourly,$0.2128 hourly
M5ZN Metal,m5zn.metal,"1,015,228.426",General purpose,132.0 fps,192 GiB,48 vCPUs,EBS only,100 Gigabit,$4.6248 hourly,$2.8988 hourly,$0.9971 hourly,$6.8328 hourly,$5.1068 hourly
M5ZN Extra Large,m5zn.xlarge,"82,402.019",General purpose,28.0 fps,16 GiB,4 vCPUs,EBS only,Up to 25 Gigabit,$0.3854 hourly,$0.2416 hourly,$0.1265 hourly,$0.5694 hourly,$0.4256 hourly
M6A 12xlarge Extra Large,m6a.12xlarge,"1,009,410.651",General purpose,211.0 fps,192 GiB,48 vCPUs,EBS only,18.75 Gigabit,$2.4192 hourly,$1.5955 hourly,$0.8015 hourly,$4.6272 hourly,$1.5955 hourly
M6A 16xlarge Extra Large,m6a.16xlarge,"1,416,948.027",General purpose,227.0 fps,256 GiB,64 vCPUs,EBS only,25 Gigabit,$3.2256 hourly,$2.1274 hourly,$1.0757 hourly,$6.1696 hourly,$5.0714 hourly
M6A 24xlarge,m6a.24xlarge,"1,807,143.866",General purpose,240.0 fps,384 GiB,96 vCPUs,EBS only,37.5 Gigabit,$4.8384 hourly,$3.1911 hourly,$1.7507 hourly,$9.2544 hourly,$7.6071 hourly
M6A Double Extra Large,m6a.2xlarge,"169,106.378",General purpose,66.0 fps,32 GiB,8 vCPUs,EBS only,Up to 12.5 Gigabit,$0.4032 hourly,$0.2659 hourly,$0.1767 hourly,$0.7712 hourly,$0.2659 hourly
M6A 32xlarge,m6a.32xlarge,"2,624,429.75",General purpose,228.0 fps,512 GiB,128 vCPUs,EBS only,50 Gigabit,$6.4512 hourly,$4.2548 hourly,$1.4785 hourly,$12.3392 hourly,$10.1428 hourly
